ID,Project Description,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Mining Date of Issue,Mining Date of Validity,Mining Lease Period,Mining Date of Expiry,Mining Lease Area,Mining Production Capacity,Mining Other Info,Mining Status of Approval,Mining Estimated Reserve Names,Mining Estimated Reserve FL,Mining Estimated Reserve NFL,Mining Proved Reserves,Mining Indicated Reserves,Mining Inferred Reserves,Mining Mineable Reserves,Mining Approved Life of Mine,Mining Approving Authority Name,Mining Life of Mine Other Info,Mining Type of Mining,Mining Method of Mining,Mining Type of Mining Other Info,Mining Blasting Other Info,Mining External Dumping Remarks,Mining Internal Dumping Remarks,Mining Topsoil Dumping Remarks,Mining Total Quarry Area,Mining Quarry Other Info,Mining Transportation Mode From Pithead,Mining Transportation Mode From Loading,Mining Transportation Mode Other Info,Mining Plantation Area,Mining Water Body,Mining Public Use,Mining Other Use,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Village Code,KML URLs,Employment (Construction),Employment (Operational),proposal_url,District,Plot Number
2472748,"M/s Global Ispaat Pvt Ltd  proposes to expand the production capacity of MS billets and MS hot rolled products from 59,000 TPA to 4,50,000 TPA (increase in production by additional 3,91,000 TPA)
The increase in production capacity will be achieved by installing new 25T X 3 nos. of induction furnaces (replacing 8T X 2nos. Induction Furnace (IF) to 25T X 3 nos.).
The unit is categorized under Category ‘B1’ of Schedule no. 3(a). The proposed unit is located in the notified industrial area.",Expansion,SIA/GA/IND1/414089/2023,2023-01-11T06:00:37.985+00:00,2023-02-10T16:18:12.370+00:00,TOR Granted,1.97,6000.0,M/S GLOBAL ISPAAT PVT. LTD.,,Environment clearance form,TOR,B1,Metallurgical Industries (ferrous and non ferrous),"Proposed Expansion of MS Billet & TMT Bars manufacturing unit of M/s Global Ispaat Pvt. Ltd. at Plot no. L-16, L-17, M-18 & M-19, Survey Nos. 303/1, 303/3, 304/3, 327/4, 327/5, 295/1(p), 303/1 (p), 303/2 (p) & 303(p) of Cuncolim Industrial Estate, Cuncolim Village, Salcete Taluka, South-Goa District, State Goa",GOA,Salcete,Cuncolim,SEIAA/TOR/2023/03,SEIAA/TOR/2023/03,"Plot No. L-16, L-17, M-18, M-19, Survey No. 303/1, 303/3, 304/3, 327/4, 327/5, 295/1(p), 303/1(p), 303/2(p) & 303(p)",Non - Linear,1.97,0.0,1.97,0.925,0.0,0.925,485.0,5515.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-23T05:06:00.849+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926704,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2470752&refType=caf&uuid=0e1433b8-8722-4bfc-bf99-6494cc86e491&version=1.0,0.0,91250.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2472748,South Goa,"Plot No. L-16, L-17, M-18, M-19, Survey No. 303/1, 303/3, 304/3, 327/4, 327/5, 295/1(p), 303/1(p), 303/2(p) & 303(p)"
2577217,"one time permission for construction of new residential house in Sy. no. 92/5, village Arpora, Bardez Taluka as per the MoEF&CC guideline dated 25.01.2022",New,FP/GA/OTHERS/414902/2023,2023-01-17T15:24:39.230+00:00,2024-09-06T05:27:12.833+00:00,Final Diversion Order Issued,0.025,2000000.0,INES GONSALVES,,Forest clearance form,,,,One time permission for Construction of Residential House upto 250 SqMt.,GOA,Bardez,ARPORA,,,92/5,Linear,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-01-16T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H. No. 1/1,  DevliVaddo (Viegas Vaddo) Arpora, North Goa, Goa 403516, Bardez",Arpora,30,Individual,Owner,Arpora,30,,626673,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2123318&refType=caf&uuid=73fcde79-2138-40e1-b1e1-1e1b40115710&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=2123318&refType=FC&uuid=ffed9054-e880-4382-bd0a-eb84a02bc28c&version=1.0,65.0,65.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2577217,North Goa,92/5
2654319,"Increase in Built Up area from  28,487Sq.mtrs. to 35,392.35 Sq.mtrs",Expansion,SIA/GA/INFRA2/415433/2023,2023-01-21T09:24:11.969+00:00,2023-09-18T13:26:39.553+00:00,EC Granted,4.124,3954.0,PALACIO PROPERTY DEVELOPERS PVT. LTD.,,Environment clearance form,TOR,B2,Building / Construction,"Residential Project by Palacio Property Developers Pvt. Ltd at Survey No. 181/1 (P), 181/2,181/3, 181/5 (P), 182/7,183/9,180/1 (P), 180/2 (P), 184/3 of Village Goa Velha, Taluka Tiswadi, North Goa, Goa",GOA,Tiswadi,GOA VELHA,55/2/2021-22/GSEIAA/Project-Prop/Part-I,55/2/2021-22/GSEIAA/Project-Prop/Part-I,"Survey No. 181/1 (P), 181/2,181/3, 181/5 (P), 182/7,183/9,180/1 (P), 180/2 (P), 184/3",Non - Linear,4.124,0.0,4.124,0.0,0.0,0.0,2711.0,1243.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-01-23T11:23:20.729+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626734,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2653636&refType=caf&uuid=ce2e99f6-bb42-4a9f-acb7-e57aa1b450f3&version=1.0,20.0,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2654319,North Goa,"Survey No. 181/1 (P), 181/2,181/3, 181/5 (P), 182/7,183/9,180/1 (P), 180/2 (P), 184/3"
2672766,"The proposal is for obtaining prior Environment Clearance for Laterite Boulder Quarry located at Survey No. 21 of Fatorpa Village, Quepem Taluka, South Goa over an area of 0.924464 Ha.",New,SIA/GA/MIN/415568/2023,2023-01-23T06:45:05.898+00:00,2023-11-07T13:57:26.597+00:00,EC Granted,0.9244,5.0,SHRIKANT DESSAI,,Environment clearance form,TOR,B2,Mining of minerals,"Laterite Boulder Quarry with lease area 0.924464 Ha located on land bearing Survey No. 21/1 of Fatorpa Village, Quepem Taluka, South Goa",GOA,Quepem,FATARPA,125/3/2023-24/GSEIAA/Project-Prop,125/3/2023-24/GSEIAA/Project-Prop,21,Non - Linear,0.9244,0.0,0.9244,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,NO,NO,NO,2023-05-24T12:28:06.360+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626950,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2672226&refType=caf&uuid=eaf2345f-f3a7-450a-b20d-396a5215c042&version=1.0,0.0,7200.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2672766,South Goa,21
2712282,BSNL 4G Saturation Project for erection of 4G mobile towers in forest land in South Goa district.,New,FP/GA/OTHERS/415829/2023,2023-01-25T07:27:21.671+00:00,,DELISTED_BY_SYSTEM,0.1,250.0,MAHESH NAIR,,Forest clearance form,,,,BSNL GOA 4G Saturation Project,GOA,Sanguem,Vichundrem,,,51/1,Non - Linear,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-01-25T12:34:29.063+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",AGM(Mobile),"",32,,627016,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2708704&refType=caf&uuid=a74a4244-4fc8-4874-b6f4-89c393b6090a&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=2708704&refType=FC&uuid=de21e3a0-5630-457b-af0b-7f197ccc1f7b&version=1.2,1500.0,5.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2712282,South Goa,51/1
2715860,"M/s Orange Fox Steel Pvt. Ltd. is proposing for the steel production of Reheating furnace followed by Rerolling mill (120000 TPA), Induction Furnace (120000 TPA) in the steel plant in plot no. L-25, L-26, Cuncolim Industrial Estate, Cuncolim Salcete, Goa.",New,SIA/GA/IND1/415852/2023,2023-01-25T08:58:52.813+00:00,,,2.5,1840.0,ORANGE FOX STEELS PRIVATE LIMITED,J. M. Environet Pvt. Ltd.,Environment clearance form,TOR,B1,Metallurgical Industries (ferrous and non ferrous),"Proposal for the steel production of Reheating furnace followed by rerolling mill (120000 TPA), Induction Furnace (120000 TPA) in plot no. L-25, L-26, Cuncolim Industrial Estate, Cuncolim Salcete, Goa by M/s Orange Fox Steel Pvt. Ltd.",GOA,Salcete,Cuncolim,,,"Plot no. L-25, L-26",Non - Linear,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is an existing plant working since 2001,NO,NO,YES,2023-01-25T10:58:31.891+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926704,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2712500&refType=caf&uuid=4b9ef764-373d-4586-9079-05ad1fc1bb7f&version=1.0,0.0,109800.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2715860,South Goa,"Plot no. L-25, L-26"
2856133,"The proposal includes:
Development of the resort project and its lands, construction of Five Star category Resort with – Rooms, Banquet halls, Swimming pool, Restaurants etc",New,SIA/GA/INFRA2/416836/2023,2023-02-02T13:22:40.344+00:00,2023-07-19T12:58:50.050+00:00,EC Granted,7.0462,30508.0,GOA TOURISM DEVELOPMENT CORPORATION LIMITED,Aditya Environmental Services Pvt. Ltd.,Environment clearance form,TOR,B2,Building / Construction,Proposed Five Star Resort,GOA,Bardez,ANJUNA,100/3/2022-23/GSEIAA/Project-Prop/,100/3/2022-23/GSEIAA/Project-Prop/,,Non - Linear,7.0462,0.0,7.0462,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Goa Tourism Development Corporation has selected the site at Anjuna in Bardez Taluka in Goa for the development of resort & 5-star resort.,NO,NO,NO,2023-02-03T06:52:07.600+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626694,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2855379&refType=caf&uuid=30fb98e7-23d7-4a67-8cb6-8328feea9ed8&version=1.0,82425.0,219150.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2856133,North Goa,
2944697,"The proposed project is a “Boutique Hotel” project at survey no- 16/4, village- Sernabatim, Taluka Salcete, Goa by M/s Hermitage Builders.",New,IA/GA/CRZ/417439/2023,2023-02-08T08:18:56.502+00:00,,,12271.0,700.0,HERMITAGE BUILDERS PRIVATE LIMITED,,CRZ clearance form,CRZ,,,Boutique Hotel project,GOA,Salcete,SERNABATIM,,,,Non - Linear,12271.0,0.0,12271.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-02-08T12:55:08.762+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626905,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2938514&refType=caf&uuid=87c6f403-01f7-43c9-86ea-e309a129e3c3&version=1.0,73000.0,204400.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2944697,South Goa,
3244631,"The proposed Residential cum Commercial Scheme “Anantam Phase 1, 2 3 and Bayhill Phase 4” is situated at Survey No. 225/1 and 4, 227 and 234/2  at Odxel, Taleigao Village , Tiswadi Taluka, Panjim, Goa. Environmental Clearance obtained dated. 11/12/2008. The total plot area is 54,998 sq.mt & total BUA is 69,737.23 sq.mt. (Proposed BUA-52,616.18 sq.mt. + Existing BUA-17,121.05 sq.mt.).The proposed project comprises of Existing Block 1 (Wing A, B & F of G+4 Floors, Wing C, D & E of G+5 floors) ,Existing Block 2 (Wing A & B of B+4 Floors), Proposed Block 2 (Wing C, D & E of B+4 Floors), Proposed Block 3 (Wing A1,A2,A3 & A4 of B+4 Floors), Proposed Block 4 (Wing A, B & C, D, E & F of B+S+6 Floors & 3 floors of Residential suites & 1 no. of Club House), Proposed Villas (20 nos.) of B+S/G+2 Floors, B+G+2 Floors & G+2 Floors, Proposed club house (1 no.), changing room (1no.) & restaurant & Bar. There will be total 238 residential tenements including club house building (12 suites).",Expansion,SIA/GA/INFRA2/419500/2023,2023-02-23T06:00:46.215+00:00,,,5.4998,12618.0,EMGEE HOUSING PRIVATE LIMITED,,Environment clearance form,TOR,B2,Building / Construction,"Proposed Residential cum Commercial Scheme “Anantam Phase 1, 2 3 and Bayhill Phase 4”",GOA,Tiswadi,Taleigao (OG) (Part),,,"225/1 and 4, 227 and 234/2",Non - Linear,5.4998,0.0,5.4998,0.0,0.0,0.0,4949.0,7669.0,0,0,0,NO,Not applicable,NO,NO,NO,2023-03-18T07:17:43.715+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645598,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=3243818&refType=caf&uuid=373c8517-f470-478b-a494-bc00c706c719&version=1.0,14625.0,12775.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=3244631,North Goa,"225/1 and 4, 227 and 234/2"
3288307,"The diversion of the forest land is for the purpose of railway doubling in the
section of Majorda and Vasco. The total section is an important part of the
Railway Doubling in between Hospet- Tinaighat and Vasco railways station
connecting the port area of Vasco to the industrial area of Bellary and tourist
destination of Goa. This is the only line connecting the port of Vasco to the
northern and central parts of Karnataka, Andhra Pradesh & Telangana. The
existing railway track has been commissioned in the year of 1905 which is
more than 115 years from now. Many towns and cities have grown in the
vicinity of the existing railway track. ln order to cater the present increased demand Railways has planned to do the doubling of the existing track. Doubling of track will include construction of new ROB & RUB's in the section which will help in reducing the vehicular emission in the city. This decreased vehicular
emission will help in increasing the Air quality and overall environment in Goa.",New,FP/GA/RAIL/419746/2023,2023-02-24T08:01:46.022+00:00,,REMOVED,2.766,50215.0,DGMCIVILRVNLUBL@GMAIL.COM,,Forest clearance form,,,,Tinaighat-Vasco Railway Doubling Project,GOA,Mormugao,Dabolim,,,,Linear,0.0,2.766,2.766,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Project located in Railway land,NO,NO,NO,2023-04-18T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rail Vikas NIgam Ltd,
Opp. Railway High School (EM)
Gadag Road, Hubli, Karnataka",hubli,29,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Senior Deputy General Manager,hubli,29,,626874,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=3167380&refType=caf&uuid=b3b03ad6-bdbd-48dc-bba7-ce1f454846a8&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=3167380&refType=FC&uuid=910b0395-938b-4696-ab7f-04582e7b023a&version=1.2,25500.0,11315.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=3288307,South Goa,
3866164,"Proposed construction of Beach Resort on Plot Bearing Survey No. / Sub Division No.62/2, 63/1 & 65/2 Situated at Majorda Village, Salcete Taluka, Goa by Eastern International Hotels Ltd.",New,IA/GA/CRZ/421721/2023,2023-03-11T07:09:44.250+00:00,,,8.4025,10500.0,EASTERN INTERNATIONAL HOTELS LIMITED,,CRZ clearance form,CRZ,,,Westin By Eastern International Hotels Limited.,GOA,Salcete,MAJORDA,,,"62/2, 63/1 & 65/2",Non - Linear,8.4025,0.0,8.4025,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-05-08T09:55:26.581+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626892,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=3864779&refType=caf&uuid=7f6d4d60-3128-424d-80f6-1d7e6e3cf034&version=1.0,24080.0,98550.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=3866164,South Goa,"62/2, 63/1 & 65/2"
3996409,"Block 1-Bicholim Mineral Block over an extent of 478.5206 Ha located in Bicholim, Bordem, Lamgao, Mulgoa, Mayem & Sirigao Villages of Bicholim Taluka of North Goa District, Goa. Production capacity is 3.0 MTPA of Iron Ore and Open cast mining with ‘A’ category mine",New,IA/GA/MIN/422323/2023,2023-03-16T05:45:26.300+00:00,2023-06-16T11:05:48.940+00:00,ToR Granted,478.5206,25000.0,VEDANTA LIMITED,Mineral Engineering Services,Environment clearance form,TOR,A,Mining of minerals,Block 1- Bicholim Mineral Block for Iron Ore,GOA,Bicholim,MULGAON,IA-J-11015/3/2023-IA-II(NCM),,"33,34,35,48,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,86,88,89,90,91,92,93,94,95,96,101,102,103,104,109,110,111,112,113,114,115,116,117,118, 124",Non - Linear,478.5206,0.0,478.5206,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,YES,NO,2023-03-16T07:46:42.788+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=3995076&refType=caf&uuid=e73d4481-97c2-41dc-ac67-c2d1766c0314&version=1.2,0.0,229220.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=3996409,North Goa,"33,34,35,48,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,86,88,89,90,91,92,93,94,95,96,101,102,103,104,109,110,111,112,113,114,115,116,117,118, 124"
4002138,"Construction of 75 flats  ( 1 BHK - 06, 2 BHK- 39, 3BHK-11, 4 BHK - 11, 5BHK-03, 6 BHK- 05)& other amenities on a plot area of 63,773 Sqm having a Built-up area of 20,497.61 Sqm.",New,SIA/GA/INFRA2/422362/2023,2023-03-16T08:23:34.429+00:00,,,6.3773,12000.0,LAKEVIEW MERCANTILE COMPANY PRIVATE LIMITED,,Environment clearance form,TOR,B2,Building / Construction,"Proposed Residential Building on Plot Bearing Survey no /Sub-Division no. 24/1, 25/1 & 26/1 Situated at Bambolim Village, Tiswadi Taluka, North Goa, Goa",GOA,Tiswadi,BAMBOLI,,,"24/1, 25/1, 26/1",Non - Linear,6.3773,0.0,6.3773,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-03-27T08:56:14.676+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626733,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4001353&refType=caf&uuid=14181490-c861-4a48-ae59-0634d9c78028&version=1.0,210025.0,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4002138,North Goa,"24/1, 25/1, 26/1"
4040112,"The Government of Goa, pursuant to the Mines and Minerals (Development and Regulation) Act, 1957 and its Rules thereunder and the Mineral (Auction) Rules, 2015, issued Notice Inviting Tender dated 30/09/2022 to commence the process for auction for grant of Mining Lease for Block IV – Kalay Mineral Block. The auction process was conducted on 21/12/2022 and Fomento Resources Private Limited was declared as “Preferred Bidder”. 
The Letter of Intent was issued on 13/01/2023, to be read with letter dated 13/03/2023, for the grant of Mining Lease. 
The area of the Mineral Block is 152.5073  Ha and is located in Santona village, Sanguem Taluka, South Goa District, Goa.
The proposed production capacity of Iron Ore is 0.75 MTPA. Mechanized open cast mining method will be adopted.",New,IA/GA/MIN/422578/2023,2023-03-18T06:24:21.347+00:00,2024-01-08T04:13:50.080+00:00,ToR Granted,152.5073,3680.0,FOMENTO RESOURCES PRIVATE LIMITED,Mineral Engineering Services,Environment clearance form,TOR,B1,Mining of minerals,Block IV – Kalay Mineral Block,GOA,Sanguem,SANTONA,IA-J-11015/11/2023-IA-II(NCM),,"7/1,8/1,8/2,11/1,15/1,15/2,16/1,23/1,24/1,25/1,25/2,26/1,27/1,28/3,28/4,28/5,28/6,29/1,38/1,38/3,39/1,40/1,40/2,40/3,40/4,40/5,40/6,40/7,40/8,40/9,40/10,40/11,40/12,40/13,41/1,42/1,43/1,Nallah & Road",Non - Linear,131.3743,21.133,152.5073,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-24T15:23:42.000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626987,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4039413&refType=caf&uuid=e9fbd24b-2d0b-4980-b348-95731d9ec2bb&version=1.1,0.0,86355.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4040112,South Goa,"7/1,8/1,8/2,11/1,15/1,15/2,16/1,23/1,24/1,25/1,25/2,26/1,27/1,28/3,28/4,28/5,28/6,29/1,38/1,38/3,39/1,40/1,40/2,40/3,40/4,40/5,40/6,40/7,40/8,40/9,40/10,40/11,40/12,40/13,41/1,42/1,43/1,Nallah & Road"
78848553,"The Government of Goa, pursuant to the Mines and Minerals (Development and Regulation) Act, 1957 and its Rules thereunder and the Mineral (Auction) Rules, 2015, issued Notice Inviting Tender dated 30/09/2022 to commence the process for auction for grant of Mining Lease for Block IV – Kalay Mineral Block. The auction process was conducted on 21/12/2022 and Fomento Resources Private Limited was declared as “Preferred Bidder”. 
The Letter of Intent was issued on 13/01/2023, to be read with letter dated 13/03/2023, for the grant of Mining Lease. 
The area of the Mineral Block is 152.5073  Ha and is located in Santona village, Sanguem Taluka, South Goa District, Goa.
The proposed production capacity of Iron Ore is 0.75 MTPA. Mechanized open cast mining method will be adopted.",New,IA/GA/MIN/483891/2024,2023-03-18T06:24:21.347+00:00,2024-11-19T05:29:55.648+00:00,ToR Granted,152.5073,3680.0,FOMENTO RESOURCES PRIVATE LIMITED,Mineral Engineering Services,Application for amendment in ToR (for categories A & B1)/Amendment in EC (for category B2)- Form-3,OTHER,B1,Mining of minerals,Block IV – Kalay Mineral Block,GOA,Sanguem,SANTONA,IA-J-11015/11/2023-IA-II(NCM),,"7/1,8/1,8/2,11/1,15/1,15/2,16/1,23/1,24/1,25/1,25/2,26/1,27/1,28/3,28/4,28/5,28/6,29/1,38/1,38/3,39/1,40/1,40/2,40/3,40/4,40/5,40/6,40/7,40/8,40/9,40/10,40/11,40/12,40/13,41/1,42/1,43/1,Nallah & Road",Non - Linear,131.3743,21.133,152.5073,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-02T11:26:54.597+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626987,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4039413&refType=caf&uuid=e9fbd24b-2d0b-4980-b348-95731d9ec2bb&version=1.1,0.0,86355.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=78848553,South Goa,"7/1,8/1,8/2,11/1,15/1,15/2,16/1,23/1,24/1,25/1,25/2,26/1,27/1,28/3,28/4,28/5,28/6,29/1,38/1,38/3,39/1,40/1,40/2,40/3,40/4,40/5,40/6,40/7,40/8,40/9,40/10,40/11,40/12,40/13,41/1,42/1,43/1,Nallah & Road"
4108671,1 x 500 KLPD Grain based Ethanol plant with 15 MW Co-generation power plant,New,IA/GA/IND2/422974/2023,2023-03-21T12:09:58.772+00:00,,,15.77,61000.0,MELKER TTI BIOFUELS LIMITED,Pioneer Enviro Consultants Private Limited,Environment clearance form,TOR,B2,Thermal Power Plants,Greenfield 1 x 500 KLPD Grain based Ethanol Plant with  1 x 15.0 MW Cogeneration power plant,GOA,Bicholim,Navelim,,,"120 (P), 121 & 177 (P)",Hybrid,15.77,0.0,15.77,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-21T07:31:16.981+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626759,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4107405&refType=caf&uuid=784834b1-766b-44e7-b819-1fcc15af53eb&version=1.0,36550.0,82550.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4108671,North Goa,"120 (P), 121 & 177 (P)"
